"","scale","group1wins","average_ballot_length_all","average_ballot_length_group1"
"308","0.97",1,5.905,5.525
"309","0.98",1,5.919,5.595
"310","0.99",1,5.95,5.75
"311","0.37",1,5.082,1.41
"312","0.6",1,5.198,1.99
"313","0.75",1,5.343,2.715
"314","0.84",1,5.477,3.385
"315","0.9",1,5.628,4.14
"316","0.94",1,5.73,4.65
"317","0.96",1,5.851,5.255
"318","0.97",1,5.879,5.395
"319","0.98",1,5.919,5.595
"320","0.99",1,5.94,5.7
"321","0.37",0,5.082,1.41
"322","0.6",1,5.195,1.975
"323","0.75",1,5.337,2.685
"324","0.84",1,5.468,3.34
"325","0.9",1,5.6,4
"326","0.94",1,5.736,4.68
"327","0.96",1,5.857,5.285
"328","0.97",1,5.902,5.51
"329","0.98",1,5.909,5.545
"330","0.99",1,5.946,5.73
"331","0.37",1,5.083,1.415
"332","0.6",1,5.227,2.135
"333","0.75",1,5.293,2.465
"334","0.84",1,5.479,3.395
"335","0.9",1,5.588,3.94
"336","0.94",1,5.745,4.725
"337","0.96",1,5.822,5.11
"338","0.97",1,5.907,5.535
"339","0.98",1,5.909,5.545
"340","0.99",1,5.968,5.84
"341","0.37",0,5.086,1.43
"342","0.6",1,5.249,2.245
"343","0.75",1,5.35,2.75
"344","0.84",1,5.456,3.28
"345","0.9",1,5.614,4.07
"346","0.94",1,5.784,4.92
"347","0.96",1,5.831,5.155
"348","0.97",1,5.875,5.375
"349","0.98",1,5.948,5.74
"350","0.99",1,5.971,5.855
"351","0.37",0,5.077,1.385
"352","0.6",1,5.188,1.94
"353","0.75",1,5.346,2.73
"354","0.84",1,5.499,3.495
"355","0.9",1,5.655,4.275
"356","0.94",1,5.731,4.655
"357","0.96",1,5.814,5.07
"358","0.97",1,5.912,5.56
"359","0.98",1,5.916,5.58
"360","0.99",1,5.967,5.835
"361","0.37",1,5.078,1.39
"362","0.6",1,5.205,2.025
"363","0.75",1,5.31,2.55
"364","0.84",1,5.448,3.24
"365","0.9",1,5.631,4.155
"366","0.94",1,5.732,4.66
"367","0.96",1,5.842,5.21
"368","0.97",1,5.916,5.58
"369","0.98",1,5.931,5.655
"370","0.99",1,5.95,5.75
"371","0.37",0,5.104,1.52
"372","0.6",0,5.216,2.08
"373","0.75",1,5.365,2.825
"374","0.84",1,5.462,3.31
"375","0.9",1,5.628,4.14
"376","0.94",1,5.749,4.745
"377","0.96",1,5.825,5.125
"378","0.97",1,5.881,5.405
"379","0.98",1,5.908,5.54
"380","0.99",1,5.963,5.815
"381","0.37",1,5.087,1.435
"382","0.6",1,5.202,2.01
"383","0.75",1,5.31,2.55
"384","0.84",1,5.476,3.38
"385","0.9",1,5.567,3.835
"386","0.94",1,5.739,4.695
"387","0.96",1,5.795,4.975
"388","0.97",1,5.901,5.505
"389","0.98",1,5.927,5.635
"390","0.99",1,5.96,5.8
"391","0.37",0,5.08,1.4
"392","0.6",1,5.212,2.06
"393","0.75",1,5.299,2.495
"394","0.84",1,5.469,3.345
"395","0.9",1,5.627,4.135
"396","0.94",1,5.739,4.695
"397","0.96",1,5.852,5.26
"398","0.97",1,5.908,5.54
"399","0.98",1,5.903,5.515
"400","0.99",1,5.947,5.735
"401","0.37",0,5.076,1.38
"402","0.6",1,5.197,1.985
"403","0.75",1,5.317,2.585
"404","0.84",1,5.477,3.385
"405","0.9",1,5.608,4.04
"406","0.94",1,5.744,4.72
"407","0.96",1,5.805,5.025
"408","0.97",1,5.887,5.435
"409","0.98",1,5.91,5.55
"410","0.99",1,5.956,5.78
"411","0.37",0,5.086,1.43
"412","0.6",0,5.189,1.945
"413","0.75",1,5.358,2.79
"414","0.84",1,5.467,3.335
"415","0.9",1,5.588,3.94
"416","0.94",1,5.756,4.78
"417","0.96",1,5.815,5.075
"418","0.97",1,5.894,5.47
"419","0.98",1,5.941,5.705
"420","0.99",1,5.939,5.695
"421","0.37",0,5.092,1.46
"422","0.6",0,5.201,2.005
"423","0.75",1,5.301,2.505
"424","0.84",1,5.471,3.355
"425","0.9",1,5.639,4.195
"426","0.94",1,5.734,4.67
"427","0.96",1,5.839,5.195
"428","0.97",1,5.911,5.555
"429","0.98",1,5.913,5.565
"430","0.99",1,5.945,5.725
"431","0.37",0,5.097,1.485
"432","0.6",1,5.186,1.93
"433","0.75",1,5.322,2.61
"434","0.84",1,5.495,3.475
"435","0.9",1,5.615,4.075
"436","0.94",1,5.754,4.77
"437","0.96",1,5.856,5.28
"438","0.97",1,5.89,5.45
"439","0.98",1,5.902,5.51
"440","0.99",1,5.943,5.715
"441","0.37",0,5.085,1.425
"442","0.6",1,5.203,2.015
"443","0.75",1,5.364,2.82
"444","0.84",1,5.471,3.355
"445","0.9",1,5.6,4
"446","0.94",1,5.733,4.665
"447","0.96",1,5.865,5.325
"448","0.97",1,5.877,5.385
"449","0.98",1,5.902,5.51
"450","0.99",1,5.964,5.82
"451","0.37",1,5.088,1.44
"452","0.6",1,5.205,2.025
"453","0.75",1,5.317,2.585
"454","0.84",1,5.45,3.25
"455","0.9",1,5.657,4.285
"456","0.94",1,5.777,4.885
"457","0.96",1,5.868,5.34
"458","0.97",1,5.885,5.425
"459","0.98",1,5.925,5.625
"460","0.99",1,5.939,5.695
"461","0.37",1,5.092,1.46
"462","0.6",1,5.202,2.01
"463","0.75",1,5.372,2.86
"464","0.84",1,5.456,3.28
"465","0.9",1,5.61,4.05
"466","0.94",1,5.728,4.64
"467","0.96",1,5.836,5.18
"468","0.97",1,5.895,5.475
"469","0.98",1,5.909,5.545
"470","0.99",1,5.944,5.72
"471","0.37",1,5.1,1.5
"472","0.6",1,5.185,1.925
"473","0.75",1,5.381,2.905
"474","0.84",1,5.489,3.445
"475","0.9",1,5.6,4
"476","0.94",1,5.773,4.865
"477","0.96",1,5.826,5.13
"478","0.97",1,5.893,5.465
"479","0.98",1,5.942,5.71
"480","0.99",1,5.934,5.67
"481","0.37",1,5.089,1.445
"482","0.6",1,5.191,1.955
"483","0.75",1,5.319,2.595
"484","0.84",1,5.466,3.33
"485","0.9",1,5.586,3.93
"486","0.94",1,5.769,4.845
"487","0.96",1,5.84,5.2
"488","0.97",1,5.908,5.54
"489","0.98",1,5.915,5.575
"490","0.99",1,5.952,5.76
"491","0.37",1,5.105,1.525
"492","0.6",1,5.179,1.895
"493","0.75",1,5.358,2.79
"494","0.84",1,5.468,3.34
"495","0.9",1,5.638,4.19
"496","0.94",1,5.766,4.83
"497","0.96",1,5.835,5.175
"498","0.97",1,5.882,5.41
"499","0.98",1,5.922,5.61
"500","0.99",1,5.943,5.715
"501","0.37",0,5.088,1.44
"502","0.6",0,5.185,1.925
"503","0.75",1,5.338,2.69
"504","0.84",1,5.526,3.63
"505","0.9",1,5.591,3.955
"506","0.94",1,5.719,4.595
"507","0.96",1,5.813,5.065
"508","0.97",1,5.859,5.295
"509","0.98",1,5.942,5.71
"510","0.99",1,5.973,5.865
"511","0.37",0,5.1,1.5
"512","0.6",1,5.206,2.03
"513","0.75",1,5.368,2.84
"514","0.84",1,5.492,3.46
"515","0.9",1,5.635,4.175
"516","0.94",1,5.735,4.675
"517","0.96",1,5.823,5.115
"518","0.97",1,5.881,5.405
"519","0.98",1,5.908,5.54
"520","0.99",1,5.967,5.835
"521","0.37",1,5.086,1.43
"522","0.6",1,5.217,2.085
"523","0.75",1,5.345,2.725
"524","0.84",1,5.487,3.435
"525","0.9",1,5.604,4.02
"526","0.94",1,5.75,4.75
"527","0.96",1,5.824,5.12
"528","0.97",1,5.878,5.39
"529","0.98",1,5.902,5.51
"530","0.99",1,5.936,5.68
"531","0.37",1,5.091,1.455
"532","0.6",1,5.173,1.865
"533","0.75",1,5.334,2.67
"534","0.84",1,5.506,3.53
"535","0.9",1,5.634,4.17
"536","0.94",1,5.723,4.615
"537","0.96",1,5.825,5.125
"538","0.97",1,5.931,5.655
"539","0.98",1,5.926,5.63
"540","0.99",1,5.96,5.8
"541","0.37",1,5.075,1.375
"542","0.6",1,5.203,2.015
"543","0.75",1,5.34,2.7
"544","0.84",1,5.53,3.65
"545","0.9",1,5.627,4.135
"546","0.94",1,5.724,4.62
"547","0.96",1,5.851,5.255
"548","0.97",1,5.856,5.28
"549","0.98",1,5.898,5.49
"550","0.99",1,5.945,5.725
"551","0.37",0,5.087,1.435
"552","0.6",0,5.201,2.005
"553","0.75",1,5.347,2.735
"554","0.84",1,5.466,3.33
"555","0.9",1,5.608,4.04
"556","0.94",1,5.746,4.73
"557","0.96",1,5.834,5.17
"558","0.97",1,5.843,5.215
"559","0.98",1,5.934,5.67
"560","0.99",1,5.965,5.825
"561","0.37",0,5.082,1.41
"562","0.6",0,5.203,2.015
"563","0.75",1,5.326,2.63
"564","0.84",1,5.496,3.48
"565","0.9",1,5.643,4.215
"566","0.94",1,5.77,4.85
"567","0.96",1,5.836,5.18
"568","0.97",1,5.883,5.415
"569","0.98",1,5.93,5.65
"570","0.99",1,5.962,5.81
"571","0.37",1,5.103,1.515
"572","0.6",1,5.198,1.99
"573","0.75",1,5.339,2.695
"574","0.84",1,5.541,3.705
"575","0.9",1,5.617,4.085
"576","0.94",1,5.767,4.835
"577","0.96",1,5.834,5.17
"578","0.97",1,5.88,5.4
"579","0.98",1,5.92,5.6
"580","0.99",1,5.954,5.77
"581","0.37",1,5.103,1.515
"582","0.6",1,5.195,1.975
"583","0.75",1,5.313,2.565
"584","0.84",1,5.494,3.47
"585","0.9",1,5.596,3.98
"586","0.94",1,5.766,4.83
"587","0.96",1,5.844,5.22
"588","0.97",1,5.912,5.56
"589","0.98",1,5.925,5.625
"590","0.99",1,5.932,5.66
"591","0.37",1,5.086,1.43
"592","0.6",1,5.185,1.925
"593","0.75",1,5.361,2.805
"594","0.84",1,5.505,3.525
"595","0.9",1,5.577,3.885
"596","0.94",1,5.719,4.595
"597","0.96",1,5.806,5.03
"598","0.97",1,5.881,5.405
"599","0.98",1,5.946,5.73
"600","0.99",1,5.967,5.835
"601","0.37",0,5.092,1.46
"602","0.6",1,5.203,2.015
"603","0.75",1,5.336,2.68
"604","0.84",1,5.484,3.42
"605","0.9",1,5.62,4.1
"606","0.94",1,5.681,4.405
"607","0.96",1,5.796,4.98
"608","0.97",1,5.905,5.525
"609","0.98",1,5.923,5.615
"610","0.99",1,5.951,5.755
"611","0.37",0,5.104,1.52
"612","0.6",0,5.196,1.98
"613","0.75",1,5.33,2.65
"614","0.84",1,5.464,3.32
"615","0.9",1,5.606,4.03
"616","0.94",1,5.775,4.875
"617","0.96",1,5.843,5.215
"618","0.97",1,5.864,5.32
"619","0.98",1,5.945,5.725
"620","0.99",1,5.95,5.75
"621","0.37",0,5.091,1.455
"622","0.6",0,5.185,1.925
"623","0.75",1,5.356,2.78
"624","0.84",1,5.48,3.4
"625","0.9",1,5.652,4.26
"626","0.94",1,5.71,4.55
"627","0.96",1,5.847,5.235
"628","0.97",1,5.896,5.48
"629","0.98",1,5.946,5.73
"630","0.99",1,5.973,5.865
"631","0.37",0,5.089,1.445
"632","0.6",0,5.203,2.015
"633","0.75",1,5.307,2.535
"634","0.84",1,5.482,3.41
"635","0.9",1,5.63,4.15
"636","0.94",1,5.736,4.68
"637","0.96",1,5.835,5.175
"638","0.97",1,5.901,5.505
"639","0.98",1,5.883,5.415
"640","0.99",1,5.942,5.71
"641","0.37",1,5.099,1.495
"642","0.6",1,5.199,1.995
"643","0.75",1,5.34,2.7
"644","0.84",1,5.511,3.555
"645","0.9",1,5.597,3.985
"646","0.94",1,5.76,4.8
"647","0.96",1,5.837,5.185
"648","0.97",1,5.914,5.57
"649","0.98",1,5.908,5.54
"650","0.99",1,5.962,5.81
"651","0.37",1,5.08,1.4
"652","0.6",1,5.183,1.915
"653","0.75",1,5.341,2.705
"654","0.84",1,5.491,3.455
"655","0.9",1,5.597,3.985
"656","0.94",1,5.732,4.66
"657","0.96",1,5.806,5.03
"658","0.97",1,5.877,5.385
"659","0.98",1,5.919,5.595
"660","0.99",1,5.963,5.815
"661","0.37",0,5.087,1.435
"662","0.6",1,5.211,2.055
"663","0.75",1,5.291,2.455
"664","0.84",1,5.484,3.42
"665","0.9",1,5.629,4.145
"666","0.94",1,5.754,4.77
"667","0.96",1,5.814,5.07
"668","0.97",1,5.873,5.365
"669","0.98",1,5.923,5.615
"670","0.99",1,5.967,5.835
"671","0.37",0,5.09,1.45
"672","0.6",0,5.186,1.93
"673","0.75",1,5.341,2.705
"674","0.84",1,5.479,3.395
"675","0.9",1,5.588,3.94
"676","0.94",1,5.75,4.75
"677","0.96",1,5.79,4.95
"678","0.97",1,5.873,5.365
"679","0.98",1,5.939,5.695
"680","0.99",1,5.949,5.745
"681","0.37",0,5.105,1.525
"682","0.6",1,5.208,2.04
"683","0.75",1,5.326,2.63
"684","0.84",1,5.514,3.57
"685","0.9",1,5.625,4.125
"686","0.94",1,5.724,4.62
"687","0.96",1,5.827,5.135
"688","0.97",1,5.876,5.38
"689","0.98",1,5.906,5.53
"690","0.99",1,5.963,5.815
"691","0.37",1,5.085,1.425
"692","0.6",1,5.211,2.055
"693","0.75",1,5.345,2.725
"694","0.84",1,5.527,3.635
"695","0.9",1,5.644,4.22
"696","0.94",1,5.756,4.78
"697","0.96",1,5.833,5.165
"698","0.97",1,5.887,5.435
"699","0.98",1,5.908,5.54
"700","0.99",1,5.947,5.735
"701","0.37",0,5.098,1.49
"702","0.6",1,5.209,2.045
"703","0.75",1,5.31,2.55
"704","0.84",1,5.514,3.57
"705","0.9",1,5.634,4.17
"706","0.94",1,5.742,4.71
"707","0.96",1,5.802,5.01
"708","0.97",1,5.862,5.31
"709","0.98",1,5.936,5.68
"710","0.99",1,5.96,5.8
"711","0.37",1,5.079,1.395
"712","0.6",1,5.214,2.07
"713","0.75",1,5.292,2.46
"714","0.84",1,5.487,3.435
"715","0.9",1,5.634,4.17
"716","0.94",1,5.772,4.86
"717","0.96",1,5.815,5.075
"718","0.97",1,5.896,5.48
"719","0.98",1,5.945,5.725
"720","0.99",1,5.955,5.775
"721","0.37",0,5.089,1.445
"722","0.6",1,5.204,2.02
"723","0.75",1,5.344,2.72
"724","0.84",1,5.467,3.335
"725","0.9",1,5.653,4.265
"726","0.94",1,5.726,4.63
"727","0.96",1,5.818,5.09
"728","0.97",1,5.861,5.305
"729","0.98",1,5.923,5.615
"730","0.99",1,5.973,5.865
"731","0.37",1,5.086,1.43
"732","0.6",1,5.203,2.015
"733","0.75",1,5.3,2.5
"734","0.84",1,5.501,3.505
"735","0.9",1,5.638,4.19
"736","0.94",1,5.741,4.705
"737","0.96",1,5.831,5.155
"738","0.97",1,5.855,5.275
"739","0.98",1,5.913,5.565
"740","0.99",1,5.933,5.665
"741","0.37",0,5.094,1.47
"742","0.6",0,5.196,1.98
"743","0.75",1,5.341,2.705
"744","0.84",1,5.495,3.475
"745","0.9",1,5.603,4.015
"746","0.94",1,5.712,4.56
"747","0.96",1,5.842,5.21
"748","0.97",1,5.875,5.375
"749","0.98",1,5.935,5.675
"750","0.99",1,5.947,5.735
"751","0.37",1,5.091,1.455
"752","0.6",1,5.186,1.93
"753","0.75",1,5.333,2.665
"754","0.84",1,5.487,3.435
"755","0.9",1,5.606,4.03
"756","0.94",1,5.702,4.51
"757","0.96",1,5.823,5.115
"758","0.97",1,5.901,5.505
"759","0.98",1,5.943,5.715
"760","0.99",1,5.953,5.765
"761","0.37",1,5.098,1.49
"762","0.6",1,5.19,1.95
"763","0.75",1,5.349,2.745
"764","0.84",1,5.533,3.665
"765","0.9",1,5.643,4.215
"766","0.94",1,5.714,4.57
"767","0.96",1,5.84,5.2
"768","0.97",1,5.909,5.545
"769","0.98",1,5.927,5.635
"770","0.99",1,5.936,5.68
"771","0.37",1,5.091,1.455
"772","0.6",1,5.196,1.98
"773","0.75",1,5.313,2.565
"774","0.84",1,5.502,3.51
"775","0.9",1,5.616,4.08
"776","0.94",1,5.762,4.81
"777","0.96",1,5.868,5.34
"778","0.97",1,5.909,5.545
"779","0.98",1,5.924,5.62
"780","0.99",1,5.956,5.78
"781","0.37",1,5.079,1.395
"782","0.6",1,5.193,1.965
"783","0.75",1,5.3,2.5
"784","0.84",1,5.467,3.335
"785","0.9",1,5.633,4.165
"786","0.94",1,5.746,4.73
"787","0.96",1,5.797,4.985
"788","0.97",1,5.904,5.52
"789","0.98",1,5.91,5.55
"790","0.99",1,5.974,5.87
"791","0.37",1,5.083,1.415
"792","0.6",1,5.196,1.98
"793","0.75",1,5.34,2.7
"794","0.84",1,5.492,3.46
"795","0.9",1,5.598,3.99
"796","0.94",1,5.77,4.85
"797","0.96",1,5.84,5.2
"798","0.97",1,5.913,5.565
"799","0.98",1,5.942,5.71
"800","0.99",1,5.972,5.86
"801","0.37",1,5.097,1.485
"802","0.6",1,5.217,2.085
"803","0.75",1,5.301,2.505
"804","0.84",1,5.48,3.4
"805","0.9",1,5.655,4.275
"806","0.94",1,5.723,4.615
"807","0.96",1,5.84,5.2
"808","0.97",1,5.888,5.44
"809","0.98",1,5.92,5.6
"810","0.99",1,5.948,5.74
"811","0.37",1,5.098,1.49
"812","0.6",1,5.189,1.945
"813","0.75",1,5.319,2.595
"814","0.84",1,5.495,3.475
"815","0.9",1,5.642,4.21
"816","0.94",1,5.718,4.59
"817","0.96",1,5.821,5.105
"818","0.97",1,5.893,5.465
"819","0.98",1,5.936,5.68
"820","0.99",1,5.957,5.785
