"","scale","group1wins","average_ballot_length_all","average_ballot_length_group1"
"1","0.37",2,4.168,1.42
"2","0.6",2,4.388,1.97
"3","0.75",2,4.679,2.6975
"4","0.84",2,4.917,3.2925
"5","0.9",2,5.277,4.1925
"6","0.94",2,5.463,4.6575
"7","0.96",2,5.708,5.27
"8","0.97",2,5.755,5.3875
"9","0.98",2,5.817,5.5425
"10","0.99",2,5.907,5.7675
"11","0.37",2,4.2,1.5
"12","0.6",2,4.424,2.06
"13","0.75",2,4.618,2.545
"14","0.84",2,4.963,3.4075
"15","0.9",2,5.308,4.27
"16","0.94",2,5.442,4.605
"17","0.96",2,5.683,5.2075
"18","0.97",2,5.744,5.36
"19","0.98",2,5.818,5.545
"20","0.99",2,5.888,5.72
"21","0.37",2,4.16,1.4
"22","0.6",2,4.41,2.025
"23","0.75",2,4.666,2.665
"24","0.84",2,5.032,3.58
"25","0.9",2,5.241,4.1025
"26","0.94",2,5.501,4.7525
"27","0.96",2,5.595,4.9875
"28","0.97",2,5.764,5.41
"29","0.98",2,5.845,5.6125
"30","0.99",2,5.921,5.8025
"31","0.37",2,4.175,1.4375
"32","0.6",2,4.45,2.125
"33","0.75",2,4.689,2.7225
"34","0.84",2,4.975,3.4375
"35","0.9",2,5.279,4.1975
"36","0.94",2,5.437,4.5925
"37","0.96",2,5.692,5.23
"38","0.97",2,5.786,5.465
"39","0.98",2,5.827,5.5675
"40","0.99",2,5.924,5.81
"41","0.37",2,4.185,1.4625
"42","0.6",2,4.381,1.9525
"43","0.75",2,4.664,2.66
"44","0.84",2,4.932,3.33
"45","0.9",2,5.24,4.1
"46","0.94",2,5.473,4.6825
"47","0.96",2,5.694,5.235
"48","0.97",2,5.767,5.4175
"49","0.98",2,5.852,5.63
"50","0.99",2,5.934,5.835
"51","0.37",2,4.163,1.4075
"52","0.6",2,4.422,2.055
"53","0.75",2,4.691,2.7275
"54","0.84",2,4.972,3.43
"55","0.9",2,5.232,4.08
"56","0.94",2,5.511,4.7775
"57","0.96",2,5.655,5.1375
"58","0.97",2,5.793,5.4825
"59","0.98",2,5.864,5.66
"60","0.99",2,5.898,5.745
"61","0.37",2,4.175,1.4375
"62","0.6",2,4.405,2.0125
"63","0.75",2,4.621,2.5525
"64","0.84",2,4.904,3.26
"65","0.9",2,5.219,4.0475
"66","0.94",2,5.446,4.615
"67","0.96",2,5.65,5.125
"68","0.97",2,5.76,5.4
"69","0.98",2,5.831,5.5775
"70","0.99",2,5.873,5.6825
"71","0.37",2,4.195,1.4875
"72","0.6",2,4.383,1.9575
"73","0.75",2,4.702,2.755
"74","0.84",2,4.953,3.3825
"75","0.9",2,5.221,4.0525
"76","0.94",2,5.448,4.62
"77","0.96",2,5.672,5.18
"78","0.97",2,5.753,5.3825
"79","0.98",2,5.825,5.5625
"80","0.99",2,5.918,5.795
"81","0.37",2,4.197,1.4925
"82","0.6",2,4.401,2.0025
"83","0.75",2,4.669,2.6725
"84","0.84",2,4.977,3.4425
"85","0.9",2,5.228,4.07
"86","0.94",2,5.501,4.7525
"87","0.96",2,5.625,5.0625
"88","0.97",2,5.803,5.5075
"89","0.98",2,5.866,5.665
"90","0.99",2,5.874,5.685
"91","0.37",2,4.177,1.4425
"92","0.6",2,4.411,2.0275
"93","0.75",2,4.669,2.6725
"94","0.84",2,4.955,3.3875
"95","0.9",2,5.248,4.12
"96","0.94",2,5.501,4.7525
"97","0.96",2,5.704,5.26
"98","0.97",2,5.779,5.4475
"99","0.98",2,5.857,5.6425
"100","0.99",2,5.882,5.705
"101","0.37",2,4.202,1.505
"102","0.6",2,4.441,2.1025
"103","0.75",2,4.667,2.6675
"104","0.84",2,4.949,3.3725
"105","0.9",2,5.224,4.06
"106","0.94",2,5.404,4.51
"107","0.96",2,5.657,5.1425
"108","0.97",2,5.787,5.4675
"109","0.98",2,5.85,5.625
"110","0.99",2,5.886,5.715
"111","0.37",2,4.167,1.4175
"112","0.6",2,4.413,2.0325
"113","0.75",2,4.671,2.6775
"114","0.84",2,4.992,3.48
"115","0.9",2,5.313,4.2825
"116","0.94",2,5.467,4.6675
"117","0.96",2,5.593,4.9825
"118","0.97",2,5.777,5.4425
"119","0.98",2,5.85,5.625
"120","0.99",2,5.915,5.7875
"121","0.37",2,4.153,1.3825
"122","0.6",2,4.41,2.025
"123","0.75",2,4.644,2.61
"124","0.84",2,4.947,3.3675
"125","0.9",2,5.233,4.0825
"126","0.94",2,5.505,4.7625
"127","0.96",2,5.629,5.0725
"128","0.97",2,5.712,5.28
"129","0.98",2,5.832,5.58
"130","0.99",2,5.903,5.7575
"131","0.37",2,4.182,1.455
"132","0.6",2,4.387,1.9675
"133","0.75",2,4.685,2.7125
"134","0.84",2,4.982,3.455
"135","0.9",2,5.318,4.295
"136","0.94",2,5.455,4.6375
"137","0.96",2,5.66,5.15
"138","0.97",2,5.767,5.4175
"139","0.98",2,5.898,5.745
"140","0.99",2,5.888,5.72
"141","0.37",2,4.191,1.4775
"142","0.6",2,4.398,1.995
"143","0.75",2,4.686,2.715
"144","0.84",2,4.911,3.2775
"145","0.9",2,5.267,4.1675
"146","0.94",2,5.517,4.7925
"147","0.96",2,5.636,5.09
"148","0.97",2,5.78,5.45
"149","0.98",2,5.845,5.6125
"150","0.99",2,5.908,5.77
"151","0.37",2,4.179,1.4475
"152","0.6",2,4.425,2.0625
"153","0.75",2,4.696,2.74
"154","0.84",2,4.97,3.425
"155","0.9",2,5.281,4.2025
"156","0.94",2,5.455,4.6375
"157","0.96",2,5.645,5.1125
"158","0.97",2,5.772,5.43
"159","0.98",2,5.875,5.6875
"160","0.99",2,5.894,5.735
"161","0.37",2,4.175,1.4375
"162","0.6",2,4.389,1.9725
"163","0.75",2,4.656,2.64
"164","0.84",2,4.934,3.335
"165","0.9",2,5.199,3.9975
"166","0.94",2,5.431,4.5775
"167","0.96",2,5.637,5.0925
"168","0.97",2,5.78,5.45
"169","0.98",2,5.837,5.5925
"170","0.99",2,5.845,5.6125
"171","0.37",2,4.198,1.495
"172","0.6",2,4.385,1.9625
"173","0.75",2,4.706,2.765
"174","0.84",2,4.942,3.355
"175","0.9",2,5.301,4.2525
"176","0.94",2,5.537,4.8425
"177","0.96",2,5.63,5.075
"178","0.97",2,5.776,5.44
"179","0.98",2,5.86,5.65
"180","0.99",2,5.886,5.715
"181","0.37",2,4.171,1.4275
"182","0.6",2,4.421,2.0525
"183","0.75",2,4.62,2.55
"184","0.84",2,5.001,3.5025
"185","0.9",2,5.281,4.2025
"186","0.94",2,5.485,4.7125
"187","0.96",2,5.632,5.08
"188","0.97",2,5.772,5.43
"189","0.98",2,5.898,5.745
"190","0.99",2,5.889,5.7225
"191","0.37",2,4.186,1.465
"192","0.6",2,4.404,2.01
"193","0.75",2,4.699,2.7475
"194","0.84",2,5,3.5
"195","0.9",2,5.243,4.1075
"196","0.94",2,5.467,4.6675
"197","0.96",2,5.639,5.0975
"198","0.97",2,5.736,5.34
"199","0.98",2,5.873,5.6825
"200","0.99",2,5.905,5.7625
"201","0.37",2,4.183,1.4575
"202","0.6",2,4.384,1.96
"203","0.75",2,4.698,2.745
"204","0.84",2,4.95,3.375
"205","0.9",2,5.281,4.2025
"206","0.94",2,5.5,4.75
"207","0.96",2,5.619,5.0475
"208","0.97",2,5.71,5.275
"209","0.98",2,5.841,5.6025
"210","0.99",2,5.905,5.7625
"211","0.37",2,4.175,1.4375
