"","scale","group1wins","average_ballot_length_all","average_ballot_length_group1"
"1","0.37",2,4.17,1.425
"2","0.6",2,4.393,1.9825
"3","0.75",2,4.676,2.69
"4","0.84",2,4.934,3.335
"5","0.9",2,5.292,4.23
"6","0.94",2,5.481,4.7025
"7","0.96",2,5.704,5.26
"8","0.97",2,5.74,5.35
"9","0.98",2,5.797,5.4925
"10","0.99",2,5.897,5.7425
"11","0.37",2,4.177,1.4425
"12","0.6",2,4.424,2.06
"13","0.75",2,4.596,2.49
"14","0.84",2,4.972,3.43
"15","0.9",2,5.271,4.1775
"16","0.94",2,5.495,4.7375
"17","0.96",2,5.658,5.145
"18","0.97",2,5.725,5.3125
"19","0.98",2,5.82,5.55
"20","0.99",2,5.89,5.725
"21","0.37",2,4.173,1.4325
"22","0.6",2,4.406,2.015
"23","0.75",2,4.629,2.5725
"24","0.84",2,4.997,3.4925
"25","0.9",2,5.227,4.0675
"26","0.94",2,5.527,4.8175
"27","0.96",2,5.65,5.125
"28","0.97",2,5.745,5.3625
"29","0.98",2,5.855,5.6375
"30","0.99",2,5.889,5.7225
"31","0.37",2,4.151,1.3775
"32","0.6",2,4.393,1.9825
"33","0.75",2,4.702,2.755
"34","0.84",2,5.013,3.5325
"35","0.9",2,5.262,4.155
"36","0.94",2,5.488,4.72
"37","0.96",2,5.656,5.14
"38","0.97",2,5.807,5.5175
"39","0.98",2,5.836,5.59
"40","0.99",2,5.899,5.7475
"41","0.37",2,4.174,1.435
"42","0.6",2,4.413,2.0325
"43","0.75",2,4.651,2.6275
"44","0.84",2,4.95,3.375
"45","0.9",2,5.248,4.12
"46","0.94",2,5.55,4.875
"47","0.96",2,5.654,5.135
"48","0.97",2,5.785,5.4625
"49","0.98",2,5.819,5.5475
"50","0.99",2,5.909,5.7725
"51","0.37",2,4.164,1.41
"52","0.6",2,4.467,2.1675
"53","0.75",2,4.692,2.73
"54","0.84",2,5.039,3.5975
"55","0.9",2,5.188,3.97
"56","0.94",2,5.468,4.67
"57","0.96",2,5.647,5.1175
"58","0.97",2,5.794,5.485
"59","0.98",2,5.869,5.6725
"60","0.99",2,5.921,5.8025
"61","0.37",2,4.171,1.4275
"62","0.6",2,4.383,1.9575
"63","0.75",2,4.664,2.66
"64","0.84",2,5.072,3.68
"65","0.9",2,5.273,4.1825
"66","0.94",2,5.487,4.7175
"67","0.96",2,5.719,5.2975
"68","0.97",2,5.785,5.4625
"69","0.98",2,5.83,5.575
"70","0.99",2,5.914,5.785
"71","0.37",2,4.187,1.4675
"72","0.6",2,4.373,1.9325
"73","0.75",2,4.676,2.69
"74","0.84",2,4.969,3.4225
"75","0.9",2,5.231,4.0775
"76","0.94",2,5.413,4.5325
"77","0.96",2,5.687,5.2175
"78","0.97",2,5.785,5.4625
"79","0.98",2,5.859,5.6475
"80","0.99",2,5.934,5.835
"81","0.37",2,4.199,1.4975
"82","0.6",2,4.395,1.9875
"83","0.75",2,4.665,2.6625
"84","0.84",2,4.938,3.345
"85","0.9",2,5.315,4.2875
"86","0.94",2,5.392,4.48
"87","0.96",2,5.635,5.0875
"88","0.97",2,5.785,5.4625
"89","0.98",2,5.877,5.6925
"90","0.99",2,5.913,5.7825
"91","0.37",2,4.172,1.43
"92","0.6",2,4.391,1.9775
"93","0.75",2,4.656,2.64
"94","0.84",2,4.915,3.2875
"95","0.9",2,5.211,4.0275
"96","0.94",2,5.504,4.76
"97","0.96",2,5.669,5.1725
"98","0.97",2,5.749,5.3725
"99","0.98",2,5.863,5.6575
"100","0.99",2,5.907,5.7675
"101","0.37",2,4.198,1.495
"102","0.6",2,4.41,2.025
"103","0.75",2,4.713,2.7825
"104","0.84",2,5,3.5
"105","0.9",2,5.277,4.1925
"106","0.94",2,5.494,4.735
"107","0.96",2,5.647,5.1175
"108","0.97",2,5.784,5.46
"109","0.98",2,5.837,5.5925
"110","0.99",2,5.907,5.7675
"111","0.37",2,4.195,1.4875
"112","0.6",2,4.418,2.045
"113","0.75",2,4.64,2.6
"114","0.84",2,5.027,3.5675
"115","0.9",2,5.289,4.2225
"116","0.94",2,5.486,4.715
"117","0.96",2,5.663,5.1575
"118","0.97",2,5.745,5.3625
"119","0.98",2,5.873,5.6825
"120","0.99",2,5.877,5.6925
"121","0.37",2,4.174,1.435
"122","0.6",2,4.414,2.035
"123","0.75",2,4.74,2.85
"124","0.84",2,4.938,3.345
"125","0.9",2,5.235,4.0875
"126","0.94",2,5.426,4.565
